,Product_name,Product_price,Product_rating,Product_review,Product_page
33,DELL Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Laptop,"₹56,749",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-core-i3-12th-gen-8-gb-256-gb-ssd-windows-11-home-inspiron-7420-thin-light-laptop/p/itmdad54d26a5331?pid=COMGFRHGP2WCP3RR&lid=LSTCOMGFRHGP2WCP3RROCWNHM&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGFRHGP2WCP3RR.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
34,DELL Inspiron Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) Inspiron 5301 Thin and Light Laptop,"₹78,190",4.5,22 Ratings & 3 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-5301-thin-light-laptop/p/itm17b01fdb28a51?pid=COMFX7WJNJYMKGQQ&lid=LSTCOMFX7WJNJYMKGQQJJHJV6&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMFX7WJNJYMKGQQ.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
35,Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,"₹58,990",4.4,700 Ratings & 82 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-ideapad-slim-5-ryzen-7-octa-core-4700u-8-gb-512-gb-ssd-windows-10-home-14are05-thin-light-laptop/p/itm74bdb1c4b2516?pid=COMFXVAS6FYXYMHW&lid=LSTCOMFXVAS6FYXYMHWII0UO7&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=en_1OGqf3EMFZxRU2NVlOD0SvRTAB0ycb7r%2FUUHdT3GyUuOmr3oqfxJb2BEL56XYuA3xNodbw%2BeN0UqDqSb6JIWRA%3D%3D&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
36,DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G...,"₹84,990",4.1,35 Ratings & 5 Reviews,https://flipkart.com/search?q=dell+laptop/dell-g15-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5520-gaming-laptop/p/itmd02c3f36a6f12?pid=COMGDJJYAJYPTS4Y&lid=LSTCOMGDJJYAJYPTS4Y1STZZ0&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGDJJYAJYPTS4Y.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
37,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook,"₹41,190",4.3,78 Ratings & 3 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3515-notebook/p/itmd6bf37ed6662a?pid=COMGD436FBZYMZRS&lid=LSTCOMGD436FBZYMZRSSJHVWU&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGD436FBZYMZRS.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
38,DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹44,890",4.2,68 Ratings & 6 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmd532a28762bc4?pid=COMG9NYDHKR6PZ8W&lid=LSTCOMG9NYDHKR6PZ8W7CCKJQ&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMG9NYDHKR6PZ8W.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
39,Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"₹51,990",4.2,280 Ratings & 21 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itmfd5941701b3c5?pid=COMGGR9SBTFZCNDU&lid=LSTCOMGGR9SBTFZCNDU84OXGZ&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=en_1OGqf3EMFZxRU2NVlOD0SvRTAB0ycb7r%2FUUHdT3GyUt%2FY0cfsRsT%2BvHEmiSVgoK410hCMwtKgRRJqLpIGAzJaw%3D%3D&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
40,DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,"₹67,115",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-vostro-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-5625-thin-light-laptop/p/itm3c776dfacb871?pid=COMGH8YQ8YBFTDRU&lid=LSTCOMGH8YQ8YBFTDRU9T9BV4&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGH8YQ8YBFTDRU.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
41,DELL Vostro Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,"₹76,205",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-vostro-ryzen-7-octa-core-5825u-16-gb-512-gb-ssd-windows-11-home-5625-thin-light-laptop/p/itmcfb80b548c238?pid=COMGH8YQ6NGY6EUT&lid=LSTCOMGH8YQ6NGY6EUTRWBA2H&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGH8YQ6NGY6EUT.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
42,DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹88,490",5,7 Ratings & 1 Reviews,https://flipkart.com/search?q=dell+laptop/dell-ryzen-7-octa-core-amd-r7-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmd6072c16ff0eb?pid=COMGCNDPPGYZEATY&lid=LSTCOMGCNDPPGYZEATYXFM7UI&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGCNDPPGYZEATY.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
43,Lenovo Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LGIN Thin and Lig...,"₹39,990",4.3,446 Ratings & 37 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-thin-light-laptop/p/itm1c6de69e1069c?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQFAMIHE&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=en_1OGqf3EMFZxRU2NVlOD0SvRTAB0ycb7r%2FUUHdT3GyUs1k7OqiuAcZTtoFUL7kCCd%2FsIOLt8IoAzTsDcngR17ZQ%3D%3D&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
44,DELL Allienware Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3...,"₹3,23,990",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-allienware-core-i9-11th-gen-32-gb-1-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-alienware-x17-gaming-laptop/p/itm5ab5e75dd48b2?pid=COMGJ75HNVBJA7JY&lid=LSTCOMGJ75HNVBJA7JYZ0BHYQ&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGJ75HNVBJA7JY.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
45,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,"₹1,03,490",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050ti-g15-5511-gaming-laptop/p/itmb2a2428cfb8bd?pid=COMGAD2BA67TFF8Z&lid=LSTCOMGAD2BA67TFF8ZVKMGYE&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMGAD2BA67TFF8Z.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
46,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,"₹49,890",4.2,17 Ratings & 3 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5518-thin-light-laptop/p/itm22f0e3dac0cab?pid=COMG9NYDUGF7SGWN&lid=LSTCOMG9NYDUGF7SGWNJNH1WY&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=0773beb3-a072-4dca-956a-f55bd9d30262.COMG9NYDUGF7SGWN.SEARCH&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
47,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹38,699",4.2,"4,623 Ratings & 447 Reviews",https://flipkart.com/search?q=dell+laptop/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_1OGqf3EMFZxRU2NVlOD0SvRTAB0ycb7r%2FUUHdT3GyUvV9uuaUXX7%2BiijFVIpqGD8d1LmC5s4ewKbzj2Od2ouOg%3D%3D&ppt=None&ppn=None&ssid=cjei47a3qo0000001676713335654&qH=e336894ec2d276ce
48,DELL Vostro Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Lap...,"₹37,990",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-vostro-ryzen-3-quad-core-5425u-8-gb-256-gb-ssd-windows-11-home-3425-thin-light-laptop/p/itm52d93f60ef8bd?pid=COMGH8YQ5EN2X3T7&lid=LSTCOMGH8YQ5EN2X3T7OR4NMO&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGH8YQ5EN2X3T7.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
49,DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 351...,"₹64,290",4.1,31 Ratings & 2 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-2-graphics-3511-thin-light-laptop/p/itm755bbcfa1c50c?pid=COMG9NYD7AEZNC5G&lid=LSTCOMG9NYD7AEZNC5GXI9ADA&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMG9NYD7AEZNC5G.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
50,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 3000 ...,"₹65,359",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-new-15-3000-thin-light-laptop/p/itm1f53088a80a5d?pid=COMGJ75HFXNCKUJR&lid=LSTCOMGJ75HFXNCKUJR0X0WD7&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGJ75HFXNCKUJR.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
51,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹33,890",4.2,863 Ratings & 66 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_WhhwD4GTblZF9HcD4ldGxKHfPxt27HzCpQDzZ7jFr9ZGD0MbjzCA9V541Jae7fFukeDqVolEsrN%2Fd%2FyhPpRpKw%3D%3D&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
52,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,"₹41,290",4.2,534 Ratings & 59 Reviews,https://flipkart.com/search?q=dell+laptop/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itmc295fd12568b5?pid=COMG55HHKFYVQMC5&lid=LSTCOMG55HHKFYVQMC5BZT1FN&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMG55HHKFYVQMC5.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
53,DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,"₹65,390",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-inspiron-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-new-15-metal-laptop-thin-light/p/itm315239a748647?pid=COMGJ75HKASCXKBH&lid=LSTCOMGJ75HKASCXKBHG7F69R&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGJ75HKASCXKBH.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
54,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,"₹42,890",4,209 Ratings & 30 Reviews,https://flipkart.com/search?q=dell+laptop/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-icl-thin-light-laptop/p/itmeab0124b49873?pid=COMGBP5FDEBNMTGG&lid=LSTCOMGBP5FDEBNMTGGQNYFZH&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGBP5FDEBNMTGG.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
55,Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,"₹58,990",4.4,700 Ratings & 82 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-ideapad-slim-5-ryzen-7-octa-core-4700u-8-gb-512-gb-ssd-windows-10-home-14are05-thin-light-laptop/p/itm74bdb1c4b2516?pid=COMFXVAS6FYXYMHW&lid=LSTCOMFXVAS6FYXYMHWII0UO7&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=en_WhhwD4GTblZF9HcD4ldGxKHfPxt27HzCpQDzZ7jFr9aZAfTriNzCxKZSy9mqoSeyxNodbw%2BeN0UqDqSb6JIWRA%3D%3D&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
56,DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) New Gam...,"₹1,51,990",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-new-gaming-g15-laptop/p/itm3ff7ada013202?pid=COMGJ75HFJAUBR3H&lid=LSTCOMGJ75HFJAUBR3HX18QYI&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGJ75HFJAUBR3H.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
57,DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,"₹52,490",4.1,22 Ratings & 4 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-3525-thin-light-laptop/p/itmb471e3a89d28e?pid=COMGH8YQNBPF3WWP&lid=LSTCOMGH8YQNBPF3WWP6AUZBW&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGH8YQNBPF3WWP.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
58,DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,"₹92,990",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-laptop/p/itm0262b10af752d?pid=COMGG9XUZGZVNNZK&lid=LSTCOMGG9XUZGZVNNZK8RSAXL&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGG9XUZGZVNNZK.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
59,Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"₹51,990",4.2,280 Ratings & 21 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itmfd5941701b3c5?pid=COMGGR9SBTFZCNDU&lid=LSTCOMGGR9SBTFZCNDU84OXGZ&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=en_WhhwD4GTblZF9HcD4ldGxKHfPxt27HzCpQDzZ7jFr9ZtieEIeIAkjOVASIr9XEEl10hCMwtKgRRJqLpIGAzJaw%3D%3D&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
60,DELL Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Li...,"₹62,990",3.8,17 Ratings & 3 Reviews,https://flipkart.com/search?q=dell+laptop/dell-inspiron-7000-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-7490-thin-light-laptop/p/itm8fc12f55be7e5?pid=COMFZFVXDCNWSCGZ&lid=LSTCOMFZFVXDCNWSCGZSSEMOW&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMFZFVXDCNWSCGZ.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
61,DELL Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹74,890",4.6,250 Ratings & 23 Reviews,https://flipkart.com/search?q=dell+laptop/dell-ryzen-5-hexa-core-amd-r5-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-g15-5515-gaming-laptop/p/itmdcfbf0112dca1?pid=COMGCNDPFGGYSU3U&lid=LSTCOMGCNDPFGGYSU3UZFU3OV&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGCNDPFGGYSU3U.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
62,DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light L...,"₹70,430",Null,Null,https://flipkart.com/search?q=dell+laptop/dell-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-inspiron-5518-thin-light-laptop/p/itm3242e6984daa5?pid=COMGF47896GEYYZ6&lid=LSTCOMGF47896GEYYZ6YPKTHS&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGF47896GEYYZ6.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
63,Lenovo Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LGIN Thin and Lig...,"₹39,990",4.3,446 Ratings & 37 Reviews,https://flipkart.com/search?q=dell+laptop/lenovo-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-thin-light-laptop/p/itm1c6de69e1069c?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQFAMIHE&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=en_WhhwD4GTblZF9HcD4ldGxKHfPxt27HzCpQDzZ7jFr9a2ZG0vj3004CoOhn1gS4vz%2FsIOLt8IoAzTsDcngR17ZQ%3D%3D&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
64,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,"₹1,08,990",4,12 Ratings & 4 Reviews,https://flipkart.com/search?q=dell+laptop/dell-g15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g15-5520-gaming-laptop/p/itm77eb3377687fe?pid=COMGDJJYFJ7WC7FH&lid=LSTCOMGDJJYFJ7WC7FH0QIZEE&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMGDJJYFJ7WC7FH.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
65,DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,"₹42,490",4.2,50 Ratings & 4 Reviews,https://flipkart.com/search?q=dell+laptop/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3401-thin-light-laptop/p/itm49ca9d83e06ad?pid=COMG9NYDEJDHJZ5Q&lid=LSTCOMG9NYDEJDHJZ5QBWP2UI&marketplace=FLIPKART&q=dell+laptop%2Fsearch%3Fq%3Ddell+laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=dbc245b8-4c07-4367-98fc-a2501028007a.COMG9NYDEJDHJZ5Q.SEARCH&ppt=None&ppn=None&ssid=6227ris28g0000001676713337084&qH=e336894ec2d276ce
